ID,Sex,Bachelor,Age,Graduated,Career,Work Experience,Family Expenses,Family  Size,Variable,Segmentation,Description
1462220973,Male,No,23,No,Doctor,,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224676,Female,Yes,87,No,Lawyer,0,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462220928,Male,Yes,41,Yes,HR,,High,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462221846,Female,No,75,Yes,Lawyer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224551,Female,No,37,Yes,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222532,Male,No,19,No,Doctor,0,Low,3,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462221520,Female,Yes,40,No,Scientist,0,Low,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226390,Female,Yes,79,Yes,Lawyer,1,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462225817,Male,Yes,42,No,Singer,8,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462221896,Female,No,31,No,Content Creation,8,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462223226,Male,No,26,Yes,Doctor,1,Low,,Dog_5,Darsh,The specimen is responsible and hardworking.
1462222094,Female,Yes,73,Yes,Fashion Designer,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225639,Male,Yes,69,No,HR,1,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224849,Female,Yes,35,Yes,Fashion Designer,1,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219210,Male,No,22,No,Doctor,1,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224902,Male,No,35,No,Fashion Designer,1,Low,1,Dog_7,Akshat,The specimen is reliable and experienced.
1462222855,Male,Yes,39,Yes,Fashion Designer,0,Average,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224599,Male,Yes,35,Yes,Scientist,1,Average,4,Dog_3,Akshat,The specimen is reliable and experienced.
1462223952,Male,No,28,Yes,Scientist,1,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224921,Female,No,27,Yes,Fashion Designer,1,Low,5,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462219717,Male,No,19,No,Doctor,1,Low,5,Dog_3,Darsh,The specimen is rather joyful than responsible.
1462222605,Female,No,18,No,Doctor,7,Low,6,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462219721,Female,Yes,47,No,Housewife,3,High,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223456,Female,Yes,60,Yes,Fashion Designer,0,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462224788,Male,Yes,42,Yes,HR,1,High,5,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219255,Female,Yes,42,No,Singer,0,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225580,Female,No,26,Yes,Content Creation,9,Low,,Dog_3,Darsh,The specimen is responsible and hardworking.
1462223977,Female,Yes,35,Yes,Scientist,7,Average,3,Dog_4,Akshat,The specimen is reliable and experienced.
1462220787,Female,No,27,Yes,Doctor,2,Low,6,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220979,Female,Yes,40,Yes,Singer,,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221106,Male,Yes,35,Yes,HR,0,High,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462225127,Female,No,32,Yes,Content Creation,8,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224789,Male,No,21,No,Doctor,1,Low,2,Dog_2,Darsh,The specimen is responsible and hardworking.
1462219577,Male,No,22,No,Doctor,,Low,,Dog_4,Darsh,The specimen is responsible and hardworking.
1462219563,Female,Yes,45,Yes,Fashion Designer,8,High,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223676,Male,Yes,41,Yes,,1,Average,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462220694,Male,No,27,No,Scientist,1,Low,3,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462225799,Male,Yes,42,Yes,Singer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219117,Female,Yes,35,No,Doctor,2,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224688,Female,Yes,57,Yes,Fashion Designer,0,High,3,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462223913,Female,No,20,No,,,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226045,Male,No,33,Yes,Fashion Designer,,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462221459,Female,Yes,40,No,Scientist,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225793,Female,Yes,47,No,Scientist,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462221395,Male,Yes,61,No,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220589,Male,No,20,,Doctor,4,Low,5,Dog_2,Darsh,The specimen is responsible and hardworking.
1462219571,Male,Yes,55,No,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462221050,Female,Yes,60,No,Scientist,1,High,9,Dog_4,Akshat,The specimen is reliable and experienced.
1462224543,Female,Yes,69,Yes,Fashion Designer,2,Average,9,Dog_5,Chaitanya,The specimen is reliable and experienced.
1462225846,Male,Yes,79,Yes,Fashion Designer,,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219070,Male,Yes,30,Yes,Doctor,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224214,Female,No,46,Yes,Scientist,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462222508,Female,No,31,No,Doctor,0,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462223337,Male,Yes,57,Yes,HR,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219433,Male,Yes,39,Yes,Singer,0,Average,4,Dog_3,Akshat,The specimen is reliable and experienced.
1462218781,Female,Yes,40,Yes,Singer,7,Average,2,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462222428,Female,Yes,48,No,Scientist,1,Average,6,Dog_3,Akshat,The specimen is reliable and experienced.
1462219023,Male,Yes,49,Yes,HR,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219603,Female,No,33,Yes,Doctor,7,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462220835,Female,Yes,,No,Lawyer,,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462219415,Male,No,33,Yes,Doctor,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221206,Female,Yes,88,Yes,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218821,Male,Yes,46,Yes,Fashion Designer,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218962,Female,No,43,Yes,Fashion Designer,6,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222770,Male,Yes,58,Yes,Fashion Designer,1,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220425,Male,Yes,33,No,Fashion Designer,1,Average,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462218679,Female,Yes,49,Yes,Fashion Designer,1,High,5,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218668,Female,Yes,85,No,Lawyer,,Low,,,Akshat,The specimen is reliable and experienced.
1462224919,Male,Yes,45,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219078,Male,Yes,27,No,Singer,0,Average,4,Dog_6,Akshat,The specimen is responsible and hardworking.
1462220253,Male,Yes,65,Yes,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221348,Female,Yes,36,Yes,Singer,6,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220298,Male,Yes,87,No,HR,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220122,Male,Yes,69,No,Scientist,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219068,Female,Yes,56,Yes,HR,,High,4,Dog_1,Akshat,The specimen is reliable and experienced.
1462222713,Female,No,38,Yes,Scientist,4,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462220960,Female,Yes,33,Yes,Scientist,0,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219290,Male,No,22,No,Doctor,0,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224824,Female,Yes,41,Yes,Scientist,0,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223898,Male,Yes,87,Yes,Lawyer,3,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221829,Male,Yes,65,Yes,Scientist,5,Low,,Dog_4,Akshat,The specimen is reliable and experienced.
1462222739,Male,No,18,No,Doctor,1,Low,4,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462225290,Male,Yes,77,No,Lawyer,1,High,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462226485,Female,No,29,No,Housewife,0,Low,4,Dog_4,Akshat,The specimen is responsible and hardworking.
1462223539,Female,No,43,Yes,Fashion Designer,9,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218678,Female,Yes,31,Yes,Fashion Designer,0,Average,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462226005,Female,Yes,71,No,,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462224920,Male,Yes,40,Yes,Fashion Designer,9,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222635,Male,No,26,Yes,Doctor,8,Low,5,Dog_6,Darsh,The specimen is responsible and hardworking.
1462223478,Female,Yes,52,Yes,Scientist,7,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224607,Male,Yes,43,Yes,Housewife,,Average,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462221039,Female,Yes,27,Yes,Fashion Designer,8,Average,2,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462226335,Female,No,19,No,Doctor,0,Low,4,Dog_3,Darsh,The specimen is rather joyful than responsible.
1462220111,Male,No,30,No,Doctor,1,Low,4,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462225663,Female,No,25,Yes,Content Creation,8,Low,,Dog_1,Darsh,The specimen is responsible and hardworking.
1462225312,Male,Yes,56,No,HR,0,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462220055,Female,No,33,No,Doctor,1,Low,7,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462220966,Female,No,21,No,Singer,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462220056,Male,No,31,Yes,Doctor,1,Low,5,Dog_6,Darsh,The specimen is reliable and experienced.
1462220180,Male,Yes,67,Yes,Fashion Designer,1,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220198,Female,Yes,52,Yes,Scientist,1,Low,3,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462219168,Male,No,25,No,Doctor,0,Low,4,Dog_3,Chaitanya,The specimen is responsible and hardworking.
1462225431,Male,Yes,60,No,Fashion Designer,1,High,4,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462224881,Male,No,35,Yes,Fashion Designer,0,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223643,Male,Yes,46,Yes,Fashion Designer,,Average,4,Dog_7,Chaitanya,The specimen is reliable and experienced.
1462222446,Male,Yes,35,Yes,Fashion Designer,0,Low,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223434,Male,Yes,50,Yes,HR,1,Average,3,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225998,Male,No,30,Yes,Doctor,9,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462221303,Female,Yes,38,Yes,Scientist,1,Low,4,Dog_3,Akshat,The specimen is reliable and experienced.
1462226546,Male,,35,No,HR,3,Low,4,Dog_4,Darsh,The specimen is reliable and experienced.
1462219394,Male,Yes,59,No,Scientist,,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218897,Male,Yes,72,No,Scientist,1,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462219895,Female,No,49,No,Singer,1,Low,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462224640,Male,Yes,27,No,Singer,14,Average,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462219181,Male,Yes,88,No,HR,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462223794,Female,Yes,60,Yes,Fashion Designer,0,High,2,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462225542,Female,Yes,49,Yes,Fashion Designer,0,Average,5,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462225610,Female,Yes,42,No,Singer,6,Average,5,Dog_6,Akshat,The specimen is reliable and experienced.
1462220474,Male,Yes,37,Yes,Content Creation,1,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462219356,Female,No,45,Yes,Fashion Designer,2,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220106,Female,No,28,No,Doctor,0,Low,3,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462224825,Male,No,23,No,Doctor,1,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221125,Male,Yes,73,Yes,Lawyer,2,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462218985,Male,No,47,No,Fashion Designer,1,Low,,Dog_4,Akshat,The specimen is reliable and experienced.
1462224538,Female,Yes,55,Yes,Fashion Designer,1,Low,1,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223632,Male,Yes,88,Yes,Lawyer,0,High,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462223125,Female,No,55,Yes,Fashion Designer,3,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462218689,Female,Yes,53,Yes,Fashion Designer,2,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223007,Male,No,36,Yes,Scientist,,Low,2,Dog_3,Darsh,The specimen is reliable and experienced.
1462226181,Female,Yes,69,Yes,Scientist,1,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462220516,Female,Yes,46,Yes,Fashion Designer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224664,Male,Yes,61,Yes,Scientist,3,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462219109,Male,Yes,68,Yes,Lawyer,0,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462226342,Female,Yes,60,Yes,Fashion Designer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219720,Male,Yes,45,No,HR,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222113,Male,No,27,Yes,Doctor,0,Low,2,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462219276,Female,Yes,73,Yes,Lawyer,1,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224550,Female,No,52,Yes,Fashion Designer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462224775,Male,No,33,No,Doctor,1,Low,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221260,Female,No,25,Yes,Doctor,0,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462224488,Male,Yes,31,Yes,Fashion Designer,,Average,2,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462219272,Female,Yes,72,Yes,Lawyer,1,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222684,Male,No,35,Yes,Lawyer,1,Low,1,Dog_4,Darsh,The specimen is reliable and experienced.
1462225955,Female,No,35,Yes,Fashion Designer,,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462222310,Male,No,20,No,Doctor,1,Low,2,Dog_4,Darsh,The specimen is responsible and hardworking.
1462224132,Male,Yes,31,Yes,Fashion Designer,8,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226135,Male,Yes,57,Yes,Fashion Designer,0,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462224473,Male,Yes,42,Yes,Fashion Designer,5,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218865,Female,Yes,27,Yes,Fashion Designer,0,Average,2,Dog_4,Bhavesh,The specimen is responsible and hardworking.
1462220673,Male,No,29,Yes,,6,Low,3,Dog_6,Akshat,The specimen is responsible and hardworking.
1462226505,Female,Yes,56,Yes,Fashion Designer,1,Average,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221878,Male,No,21,No,Doctor,4,Low,4,Dog_6,Darsh,The specimen is responsible and hardworking.
1462221708,Male,Yes,59,Yes,Fashion Designer,1,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462225961,Male,Yes,47,Yes,HR,8,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221778,Male,Yes,62,Yes,Scientist,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222196,Female,No,27,Yes,Doctor,0,Low,8,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462218727,Male,Yes,37,Yes,Singer,7,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462220678,Male,No,43,Yes,,0,Low,2,Dog_2,Akshat,The specimen is reliable and experienced.
1462219135,Male,Yes,25,Yes,HR,1,High,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462222585,Female,Yes,48,Yes,Housewife,1,Low,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220157,Male,No,36,Yes,Fashion Designer,9,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462225775,Male,Yes,39,Yes,Doctor,1,Low,3,Dog_3,Darsh,The specimen is reliable and experienced.
1462226414,Female,No,31,Yes,Doctor,1,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462222648,Female,Yes,48,Yes,Fashion Designer,0,Average,5,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462226283,Male,No,31,Yes,Doctor,,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462222881,Female,No,43,Yes,Fashion Designer,1,Low,3,Dog_6,Akshat,The specimen is reliable and experienced.
1462219691,Male,Yes,37,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224558,Male,Yes,60,No,HR,0,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462225143,Female,Yes,50,Yes,Fashion Designer,8,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462220196,Female,No,23,No,Doctor,0,Low,4,Dog_3,Darsh,The specimen is responsible and hardworking.
1462221949,Male,Yes,27,Yes,Fashion Designer,6,Average,2,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462222714,Female,No,19,,Doctor,9,Low,4,Dog_3,Darsh,The specimen is rather joyful than responsible.
1462222793,Female,No,31,Yes,Fashion Designer,2,Low,,Dog_6,Akshat,The specimen is reliable and experienced.
1462224698,Male,No,21,No,Scientist,0,Low,5,Dog_7,Darsh,The specimen is responsible and hardworking.
1462220070,Female,Yes,38,No,Scientist,0,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224007,Male,No,39,Yes,Fashion Designer,5,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222301,Female,Yes,33,Yes,Doctor,2,High,1,Dog_5,Akshat,The specimen is reliable and experienced.
1462220711,Female,,46,Yes,Fashion Designer,0,,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462226010,Female,Yes,48,No,Content Creation,0,Average,2,Dog_4,Darsh,The specimen is reliable and experienced.
1462225860,Female,Yes,51,Yes,Fashion Designer,,Average,4,Dog_2,Chaitanya,The specimen is reliable and experienced.
1462221003,Female,No,28,No,Scientist,,Low,5,Dog_2,Akshat,The specimen is responsible and hardworking.
1462224118,Male,Yes,62,No,Singer,1,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222286,Male,No,53,Yes,Fashion Designer,1,Low,2,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462222615,Male,Yes,59,Yes,Fashion Designer,1,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462224312,Male,No,32,Yes,Scientist,6,Low,1,Dog_6,Darsh,The specimen is reliable and experienced.
1462220862,Male,Yes,37,No,Scientist,8,Average,3,Dog_4,Darsh,The specimen is reliable and experienced.
1462221450,Female,Yes,40,Yes,Scientist,1,Average,4,Dog_5,Bhavesh,The specimen is reliable and experienced.
1462226423,Male,,22,No,Doctor,1,Low,5,Dog_4,Darsh,The specimen is responsible and hardworking.
1462219765,Male,Yes,59,No,Scientist,0,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462225632,Female,Yes,36,No,Scientist,0,Average,2,Dog_4,Akshat,The specimen is reliable and experienced.
1462220390,Male,Yes,69,Yes,Fashion Designer,1,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462221957,Female,Yes,73,Yes,Lawyer,7,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462223458,Female,No,26,Yes,Doctor,8,Low,1,Dog_6,Darsh,The specimen is responsible and hardworking.
1462226482,Male,No,19,No,,0,Low,3,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462221007,Female,No,21,No,Doctor,6,Low,4,Dog_4,Darsh,The specimen is responsible and hardworking.
1462219128,Male,Yes,56,Yes,Fashion Designer,0,Average,3,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462220975,Male,Yes,58,Yes,Lawyer,2,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225080,Female,No,33,No,Scientist,1,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462218542,Male,Yes,48,Yes,Fashion Designer,0,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225588,Male,Yes,81,Yes,Lawyer,,High,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462219057,Female,Yes,59,Yes,Fashion Designer,,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220346,Female,Yes,52,No,Fashion Designer,0,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222486,Male,Yes,57,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462218882,Female,No,25,No,Scientist,1,Low,1,Dog_4,Darsh,The specimen is responsible and hardworking.
1462225187,Male,Yes,58,No,HR,1,High,5,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462218841,Male,No,43,Yes,Doctor,3,Low,3,Dog_6,Darsh,The specimen is reliable and experienced.
1462222337,Male,No,25,No,Scientist,9,Low,4,Dog_6,Akshat,The specimen is responsible and hardworking.
1462225291,Male,No,41,Yes,Singer,0,Low,2,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462223633,Female,No,31,No,Doctor,1,Low,5,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462219211,Male,Yes,28,No,Fashion Designer,0,Average,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225339,Male,Yes,45,Yes,Fashion Designer,0,Average,4,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223410,Female,Yes,35,Yes,Fashion Designer,0,Low,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223586,Female,Yes,58,Yes,Fashion Designer,6,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223516,Male,No,32,Yes,Doctor,,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462222064,Male,Yes,27,No,HR,,Low,2,Dog_4,Darsh,The specimen is responsible and hardworking.
1462221723,Female,No,29,Yes,Fashion Designer,8,Low,1,Dog_6,Bhavesh,The specimen is responsible and hardworking.
1462222892,Male,Yes,35,No,Singer,1,Average,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462223044,Female,Yes,47,Yes,Scientist,1,Average,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462224515,Female,Yes,76,Yes,Lawyer,1,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222673,Male,No,19,No,Doctor,7,Low,2,Dog_6,Darsh,The specimen is rather joyful than responsible.
1462220708,Female,No,25,Yes,Fashion Designer,13,Low,2,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462220742,Female,No,40,Yes,Fashion Designer,5,Low,1,Dog_6,Akshat,The specimen is reliable and experienced.
1462218970,Female,Yes,38,Yes,Fashion Designer,9,High,2,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462219371,Male,Yes,63,Yes,Content Creation,1,High,3,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462225013,Male,No,18,No,Doctor,,Low,3,Dog_4,Darsh,The specimen is rather joyful than responsible.
1462221357,Female,No,51,Yes,Fashion Designer,0,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462222500,Female,Yes,81,Yes,Lawyer,1,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223466,Female,No,35,Yes,Scientist,1,Low,1,Dog_3,Bhavesh,The specimen is reliable and experienced.
1462221522,Male,Yes,72,No,HR,2,High,7,Dog_4,Akshat,The specimen is reliable and experienced.
1462221608,Male,No,37,Yes,Scientist,,Low,1,Dog_2,Bhavesh,The specimen is reliable and experienced.
1462224648,Male,Yes,36,No,HR,8,High,4,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223248,Female,No,36,Yes,Fashion Designer,1,Low,1,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220060,Female,Yes,46,Yes,Fashion Designer,1,Low,4,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462225924,Female,Yes,42,Yes,Fashion Designer,1,Average,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462221543,Male,No,32,Yes,Singer,1,Low,1,Dog_4,Akshat,The specimen is reliable and experienced.
1462221722,Male,Yes,28,No,Scientist,8,Low,2,Dog_6,Akshat,The specimen is responsible and hardworking.
1462219207,Male,Yes,43,No,Scientist,0,Low,2,Dog_6,Akshat,The specimen is reliable and experienced.
1462225876,Male,Yes,27,Yes,Scientist,9,Average,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218539,Male,,32,,Scientist,8,Low,2,Dog_6,Darsh,The specimen is reliable and experienced.
1462224259,Male,Yes,45,Yes,HR,1,High,4,Dog_6,Akshat,The specimen is reliable and experienced.
1462226531,,Yes,81,No,Lawyer,,High,,Dog_3,Darsh,The specimen is reliable and experienced.
1462226273,,Yes,38,Yes,Scientist,9,Average,3,Dog_3,Chaitanya,The specimen is reliable and experienced.
1462225576,Male,No,20,No,Content Creation,,Low,5,Dog_6,Chaitanya,The specimen is responsible and hardworking.
1462219534,Male,Yes,62,No,Singer,1,Average,6,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462223033,Female,No,32,No,Doctor,8,Low,4,Dog_6,Darsh,The specimen is reliable and experienced.
1462221737,Female,No,26,No,Scientist,0,Low,3,Dog_6,Darsh,The specimen is responsible and hardworking.
1462225550,Male,No,41,Yes,Scientist,2,Low,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462223521,Male,Yes,32,No,Singer,1,Average,2,Dog_6,Bhavesh,The specimen is reliable and experienced.
1462222993,Male,Yes,30,Yes,Doctor,1,High,2,Dog_4,Bhavesh,The specimen is reliable and experienced.
1462225045,Female,No,25,No,Scientist,0,Low,2,Dog_6,Darsh,The specimen is responsible and hardworking.
1462218942,Female,Yes,87,Yes,Lawyer,0,High,2,Dog_6,Chaitanya,The specimen is reliable and experienced.
1462220015,Female,No,48,Yes,Singer,1,Low,,Dog_4,Chaitanya,The specimen is reliable and experienced.
1462219599,Female,No,27,Yes,Scientist,11,Low,1,Dog_6,Bhavesh,The specimen is responsible and hardworking.
